fare_id,price,currency_type,payment_method,transfers,transfer_duration
437297,7.00,USD,1,,
437298,7.10,USD,1,,
437299,7.25,USD,1,,
437300,11.30,USD,1,,
437301,4.75,USD,1,,
437302,5.70,USD,1,,
437303,6.00,USD,1,,
437304,8.00,USD,1,,
437305,8.85,USD,1,,
437306,7.85,USD,1,,
437307,8.20,USD,1,,
437308,14.30,USD,1,,
437309,8.60,USD,1,,
437310,5.05,USD,1,,
437311,5.95,USD,1,,
437312,5.70,USD,1,,
437313,5.45,USD,1,,
437314,5.20,USD,1,,
437315,5.15,USD,1,,
437316,5.05,USD,1,,
437317,4.85,USD,1,,
437318,4.75,USD,1,,
437319,4.75,USD,1,,
437320,4.75,USD,1,,
437321,4.35,USD,1,,
437322,3.95,USD,1,,
437323,3.35,USD,1,,
437324,2.55,USD,1,,
437325,2.55,USD,1,,
437326,7.55,USD,1,,
437327,2.55,USD,1,,
437328,2.55,USD,1,,
437329,3.45,USD,1,,
437330,5.25,USD,1,,
437331,8.20,USD,1,,
437332,7.50,USD,1,,
437333,7.60,USD,1,,
437334,7.25,USD,1,,
437335,6.70,USD,1,,
437336,6.50,USD,1,,
437337,6.05,USD,1,,
437338,5.55,USD,1,,
437339,4.85,USD,1,,
437340,4.85,USD,1,,
437341,7.00,USD,1,,
437342,7.00,USD,1,,
437343,7.00,USD,1,,
437344,7.00,USD,1,,
437345,7.10,USD,1,,
437346,7.20,USD,1,,
437347,7.40,USD,1,,
437348,7.45,USD,1,,
437349,7.65,USD,1,,
437350,11.90,USD,1,,
437351,2.55,USD,1,,
437352,5.30,USD,1,,
437353,5.60,USD,1,,
437354,8.40,USD,1,,
437355,9.25,USD,1,,
437356,8.50,USD,1,,
437357,8.85,USD,1,,
437358,14.95,USD,1,,
437359,9.25,USD,1,,
437360,5.70,USD,1,,
437361,6.60,USD,1,,
437362,6.30,USD,1,,
437363,6.10,USD,1,,
437364,5.85,USD,1,,
437365,5.80,USD,1,,
437366,5.70,USD,1,,
437367,5.50,USD,1,,
437368,5.40,USD,1,,
437369,5.40,USD,1,,
437370,5.40,USD,1,,
437371,5.05,USD,1,,
437372,4.80,USD,1,,
437373,4.30,USD,1,,
437374,2.55,USD,1,,
437375,2.55,USD,1,,
437376,2.55,USD,1,,
437377,7.55,USD,1,,
437378,2.55,USD,1,,
437379,4.40,USD,1,,
437380,5.90,USD,1,,
437381,8.85,USD,1,,
437382,8.15,USD,1,,
437383,8.25,USD,1,,
437384,7.90,USD,1,,
437385,7.35,USD,1,,
437386,7.15,USD,1,,
437387,6.70,USD,1,,
437388,6.20,USD,1,,
437389,5.50,USD,1,,
437390,5.50,USD,1,,
437391,7.65,USD,1,,
437392,7.65,USD,1,,
437393,7.65,USD,1,,
437394,7.65,USD,1,,
437395,7.75,USD,1,,
437396,7.85,USD,1,,
437397,8.05,USD,1,,
437398,8.10,USD,1,,
437399,8.30,USD,1,,
437400,12.70,USD,1,,
437401,2.55,USD,1,,
437402,4.65,USD,1,,
437403,5.00,USD,1,,
437404,9.05,USD,1,,
437405,9.90,USD,1,,
437406,8.95,USD,1,,
437407,9.30,USD,1,,
437408,15.40,USD,1,,
437409,9.70,USD,1,,
437410,6.15,USD,1,,
437411,7.05,USD,1,,
437412,6.80,USD,1,,
437413,6.55,USD,1,,
437414,6.30,USD,1,,
437415,6.25,USD,1,,
437416,6.10,USD,1,,
437417,5.95,USD,1,,
437418,5.85,USD,1,,
437419,5.85,USD,1,,
437420,5.85,USD,1,,
437421,5.50,USD,1,,
437422,5.25,USD,1,,
437423,4.85,USD,1,,
437424,2.55,USD,1,,
437425,2.55,USD,1,,
437426,2.55,USD,1,,
437427,2.55,USD,1,,
437428,7.55,USD,1,,
437429,4.90,USD,1,,
437430,6.35,USD,1,,
437431,9.30,USD,1,,
437432,8.60,USD,1,,
437433,8.70,USD,1,,
437434,8.35,USD,1,,
437435,7.80,USD,1,,
437436,7.60,USD,1,,
437437,7.10,USD,1,,
437438,6.65,USD,1,,
437439,5.95,USD,1,,
437440,5.95,USD,1,,
437441,8.10,USD,1,,
437442,8.10,USD,1,,
437443,8.10,USD,1,,
437444,8.10,USD,1,,
437445,8.20,USD,1,,
437446,8.25,USD,1,,
437447,8.45,USD,1,,
437448,8.55,USD,1,,
437449,8.70,USD,1,,
437450,13.15,USD,1,,
437451,2.55,USD,1,,
437452,4.05,USD,1,,
437453,4.55,USD,1,,
437454,9.50,USD,1,,
437455,10.30,USD,1,,
437456,7.45,USD,1,,
437457,7.80,USD,1,,
437458,13.90,USD,1,,
437459,8.25,USD,1,,
437460,2.55,USD,1,,
437461,5.55,USD,1,,
437462,5.30,USD,1,,
437463,5.05,USD,1,,
437464,4.80,USD,1,,
437465,4.75,USD,1,,
437466,4.65,USD,1,,
437467,4.45,USD,1,,
437468,4.35,USD,1,,
437469,4.35,USD,1,,
437470,4.35,USD,1,,
437471,3.75,USD,1,,
437472,3.35,USD,1,,
437473,2.55,USD,1,,
437474,2.55,USD,1,,
437475,2.55,USD,1,,
437476,3.45,USD,1,,
437477,4.40,USD,1,,
437478,4.90,USD,1,,
437479,7.55,USD,1,,
437480,2.55,USD,1,,
437481,7.80,USD,1,,
437482,7.10,USD,1,,
437483,7.20,USD,1,,
437484,6.85,USD,1,,
437485,6.30,USD,1,,
437486,6.10,USD,1,,
437487,5.65,USD,1,,
437488,5.15,USD,1,,
437489,4.45,USD,1,,
437490,4.50,USD,1,,
437491,6.65,USD,1,,
437492,6.65,USD,1,,
437493,6.65,USD,1,,
437494,6.65,USD,1,,
437495,6.70,USD,1,,
437496,6.80,USD,1,,
437497,7.00,USD,1,,
437498,7.10,USD,1,,
437499,7.25,USD,1,,
437500,11.30,USD,1,,
437501,5.45,USD,1,,
437502,6.40,USD,1,,
437503,6.75,USD,1,,
437504,8.00,USD,1,,
437505,8.85,USD,1,,
437506,8.90,USD,1,,
437507,9.25,USD,1,,
437508,15.35,USD,1,,
437509,9.70,USD,1,,
437510,2.55,USD,1,,
437511,7.00,USD,1,,
437512,6.75,USD,1,,
437513,6.50,USD,1,,
437514,6.25,USD,1,,
437515,6.20,USD,1,,
437516,6.10,USD,1,,
437517,5.90,USD,1,,
437518,5.80,USD,1,,
437519,5.80,USD,1,,
437520,5.80,USD,1,,
437521,5.45,USD,1,,
437522,5.20,USD,1,,
437523,4.80,USD,1,,
437524,2.55,USD,1,,
437525,4.90,USD,1,,
437526,5.25,USD,1,,
437527,5.90,USD,1,,
437528,6.35,USD,1,,
437529,2.55,USD,1,,
437530,7.55,USD,1,,
437531,9.25,USD,1,,
437532,8.55,USD,1,,
437533,8.65,USD,1,,
437534,8.30,USD,1,,
437535,7.75,USD,1,,
437536,7.55,USD,1,,
437537,7.10,USD,1,,
437538,6.60,USD,1,,
437539,5.90,USD,1,,
437540,5.95,USD,1,,
437541,8.10,USD,1,,
437542,8.10,USD,1,,
437543,8.10,USD,1,,
437544,8.10,USD,1,,
437545,8.20,USD,1,,
437546,8.25,USD,1,,
437547,8.45,USD,1,,
437548,8.55,USD,1,,
437549,8.70,USD,1,,
437550,13.15,USD,1,,
437551,6.95,USD,1,,
437552,7.90,USD,1,,
437553,8.20,USD,1,,
437554,9.45,USD,1,,
437555,10.30,USD,1,,
437556,9.45,USD,1,,
437557,9.80,USD,1,,
437558,15.90,USD,1,,
437559,10.25,USD,1,,
437560,9.05,USD,1,,
437561,7.10,USD,1,,
437562,6.80,USD,1,,
437563,6.60,USD,1,,
437564,6.35,USD,1,,
437565,6.30,USD,1,,
437566,6.25,USD,1,,
437567,6.25,USD,1,,
437568,6.30,USD,1,,
437569,6.30,USD,1,,
437570,6.30,USD,1,,
437571,6.50,USD,1,,
437572,6.75,USD,1,,
437573,7.10,USD,1,,
437574,7.45,USD,1,,
437575,7.80,USD,1,,
437576,8.20,USD,1,,
437577,8.85,USD,1,,
437578,9.30,USD,1,,
437579,7.80,USD,1,,
437580,9.25,USD,1,,
437581,7.55,USD,1,,
437582,2.55,USD,1,,
437583,9.20,USD,1,,
437584,2.55,USD,1,,
437585,2.55,USD,1,,
437586,2.55,USD,1,,
437587,4.85,USD,1,,
437588,5.35,USD,1,,
437589,6.05,USD,1,,
437590,6.45,USD,1,,
437591,8.60,USD,1,,
437592,8.60,USD,1,,
437593,8.60,USD,1,,
437594,8.60,USD,1,,
437595,8.70,USD,1,,
437596,8.80,USD,1,,
437597,9.00,USD,1,,
437598,9.10,USD,1,,
437599,9.25,USD,1,,
437600,14.65,USD,1,,
437601,9.85,USD,1,,
437602,10.80,USD,1,,
437603,11.10,USD,1,,
437604,2.55,USD,1,,
437605,2.55,USD,1,,
437606,8.80,USD,1,,
437607,9.10,USD,1,,
437608,15.20,USD,1,,
437609,9.55,USD,1,,
437610,8.35,USD,1,,
437611,6.40,USD,1,,
437612,6.15,USD,1,,
437613,5.95,USD,1,,
437614,5.70,USD,1,,
437615,5.60,USD,1,,
437616,5.55,USD,1,,
437617,5.55,USD,1,,
437618,5.60,USD,1,,
437619,5.60,USD,1,,
437620,5.60,USD,1,,
437621,5.80,USD,1,,
437622,6.05,USD,1,,
437623,6.45,USD,1,,
437624,6.75,USD,1,,
437625,7.10,USD,1,,
437626,7.50,USD,1,,
437627,8.15,USD,1,,
437628,8.60,USD,1,,
437629,7.10,USD,1,,
437630,8.55,USD,1,,
437631,2.55,USD,1,,
437632,7.55,USD,1,,
437633,8.55,USD,1,,
437634,2.55,USD,1,,
437635,2.55,USD,1,,
437636,2.55,USD,1,,
437637,4.00,USD,1,,
437638,4.65,USD,1,,
437639,5.40,USD,1,,
437640,5.75,USD,1,,
437641,7.95,USD,1,,
437642,7.95,USD,1,,
437643,7.95,USD,1,,
437644,7.95,USD,1,,
437645,8.05,USD,1,,
437646,8.10,USD,1,,
437647,8.30,USD,1,,
437648,8.40,USD,1,,
437649,8.55,USD,1,,
437650,14.00,USD,1,,
437651,9.15,USD,1,,
437652,10.10,USD,1,,
437653,10.45,USD,1,,
437654,2.55,USD,1,,
437655,4.45,USD,1,,
437656,4.25,USD,1,,
437657,4.25,USD,1,,
437658,10.50,USD,1,,
437659,4.90,USD,1,,
437660,8.45,USD,1,,
437661,6.75,USD,1,,
437662,6.45,USD,1,,
437663,6.25,USD,1,,
437664,6.00,USD,1,,
437665,5.95,USD,1,,
437666,5.80,USD,1,,
437667,5.65,USD,1,,
437668,5.55,USD,1,,
437669,5.55,USD,1,,
437670,5.55,USD,1,,
437671,5.90,USD,1,,
437672,6.15,USD,1,,
437673,6.55,USD,1,,
437674,6.85,USD,1,,
437675,7.20,USD,1,,
437676,7.60,USD,1,,
437677,8.25,USD,1,,
437678,8.70,USD,1,,
437679,7.20,USD,1,,
437680,8.65,USD,1,,
437681,9.20,USD,1,,
437682,8.55,USD,1,,
437683,7.55,USD,1,,
437684,8.25,USD,1,,
437685,7.75,USD,1,,
437686,7.55,USD,1,,
437687,7.05,USD,1,,
437688,6.55,USD,1,,
437689,5.85,USD,1,,
437690,5.40,USD,1,,
437691,4.75,USD,1,,
437692,4.75,USD,1,,
437693,4.75,USD,1,,
437694,4.75,USD,1,,
437695,4.55,USD,1,,
437696,4.40,USD,1,,
437697,4.25,USD,1,,
437698,4.25,USD,1,,
437699,4.25,USD,1,,
437700,14.10,USD,1,,
437701,9.25,USD,1,,
437702,10.20,USD,1,,
437703,10.55,USD,1,,
437704,9.40,USD,1,,
437705,10.25,USD,1,,
437706,8.50,USD,1,,
437707,8.85,USD,1,,
437708,14.95,USD,1,,
437709,9.30,USD,1,,
437710,8.10,USD,1,,
437711,6.15,USD,1,,
437712,5.90,USD,1,,
437713,5.65,USD,1,,
437714,5.40,USD,1,,
437715,5.35,USD,1,,
437716,5.30,USD,1,,
437717,5.30,USD,1,,
437718,5.35,USD,1,,
437719,5.35,USD,1,,
437720,5.35,USD,1,,
437721,5.55,USD,1,,
437722,5.80,USD,1,,
437723,6.15,USD,1,,
437724,6.50,USD,1,,
437725,6.85,USD,1,,
437726,7.25,USD,1,,
437727,7.90,USD,1,,
437728,8.35,USD,1,,
437729,6.85,USD,1,,
437730,8.30,USD,1,,
437731,2.55,USD,1,,
437732,2.55,USD,1,,
437733,8.25,USD,1,,
437734,7.55,USD,1,,
437735,2.55,USD,1,,
437736,2.55,USD,1,,
437737,2.55,USD,1,,
437738,2.55,USD,1,,
437739,5.10,USD,1,,
437740,5.50,USD,1,,
437741,7.70,USD,1,,
437742,7.70,USD,1,,
437743,7.70,USD,1,,
437744,7.70,USD,1,,
437745,7.80,USD,1,,
437746,7.85,USD,1,,
437747,8.05,USD,1,,
437748,8.15,USD,1,,
437749,8.30,USD,1,,
437750,13.70,USD,1,,
437751,8.90,USD,1,,
437752,9.85,USD,1,,
437753,10.20,USD,1,,
437754,2.55,USD,1,,
437755,4.70,USD,1,,
437756,7.95,USD,1,,
437757,8.30,USD,1,,
437758,14.40,USD,1,,
437759,8.75,USD,1,,
437760,7.55,USD,1,,
437761,5.60,USD,1,,
437762,5.35,USD,1,,
437763,5.15,USD,1,,
437764,4.90,USD,1,,
437765,4.80,USD,1,,
437766,4.75,USD,1,,
437767,4.75,USD,1,,
437768,4.80,USD,1,,
437769,4.80,USD,1,,
437770,4.80,USD,1,,
437771,5.00,USD,1,,
437772,5.25,USD,1,,
437773,5.65,USD,1,,
437774,5.95,USD,1,,
437775,6.30,USD,1,,
437776,6.70,USD,1,,
437777,7.35,USD,1,,
437778,7.80,USD,1,,
437779,6.30,USD,1,,
437780,7.75,USD,1,,
437781,2.55,USD,1,,
437782,2.55,USD,1,,
437783,7.75,USD,1,,
437784,2.55,USD,1,,
437785,7.55,USD,1,,
437786,2.55,USD,1,,
437787,2.55,USD,1,,
437788,2.55,USD,1,,
437789,4.55,USD,1,,
437790,5.00,USD,1,,
437791,7.15,USD,1,,
437792,7.15,USD,1,,
437793,7.15,USD,1,,
437794,7.15,USD,1,,
437795,7.25,USD,1,,
437796,7.30,USD,1,,
437797,7.50,USD,1,,
437798,7.60,USD,1,,
437799,7.75,USD,1,,
437800,13.20,USD,1,,
437801,8.35,USD,1,,
437802,9.30,USD,1,,
437803,9.65,USD,1,,
437804,4.40,USD,1,,
437805,5.20,USD,1,,
437806,7.80,USD,1,,
437807,8.10,USD,1,,
437808,14.20,USD,1,,
437809,8.55,USD,1,,
437810,7.35,USD,1,,
437811,5.40,USD,1,,
437812,5.15,USD,1,,
437813,4.95,USD,1,,
437814,4.70,USD,1,,
437815,4.60,USD,1,,
437816,4.50,USD,1,,
437817,4.50,USD,1,,
437818,4.60,USD,1,,
437819,4.60,USD,1,,
437820,4.60,USD,1,,
437821,4.80,USD,1,,
437822,5.05,USD,1,,
437823,5.45,USD,1,,
437824,5.75,USD,1,,
437825,6.15,USD,1,,
437826,6.50,USD,1,,
437827,7.15,USD,1,,
437828,7.60,USD,1,,
437829,6.10,USD,1,,
437830,7.55,USD,1,,
437831,2.55,USD,1,,
437832,2.55,USD,1,,
437833,7.55,USD,1,,
437834,2.55,USD,1,,
437835,2.55,USD,1,,
437836,7.55,USD,1,,
437837,2.55,USD,1,,
437838,2.55,USD,1,,
437839,4.25,USD,1,,
437840,4.75,USD,1,,
437841,6.95,USD,1,,
437842,6.95,USD,1,,
437843,6.95,USD,1,,
437844,6.95,USD,1,,
437845,7.05,USD,1,,
437846,7.10,USD,1,,
437847,7.30,USD,1,,
437848,7.40,USD,1,,
437849,7.55,USD,1,,
437850,13.00,USD,1,,
437851,8.15,USD,1,,
437852,9.10,USD,1,,
437853,9.45,USD,1,,
437854,4.60,USD,1,,
437855,5.40,USD,1,,
437856,7.30,USD,1,,
437857,7.65,USD,1,,
437858,13.75,USD,1,,
437859,8.10,USD,1,,
437860,6.90,USD,1,,
437861,4.95,USD,1,,
437862,4.70,USD,1,,
437863,4.45,USD,1,,
437864,4.20,USD,1,,
437865,4.10,USD,1,,
437866,3.85,USD,1,,
437867,3.80,USD,1,,
437868,4.00,USD,1,,
437869,4.00,USD,1,,
437870,4.00,USD,1,,
437871,4.30,USD,1,,
437872,4.60,USD,1,,
437873,5.00,USD,1,,
437874,5.25,USD,1,,
437875,5.65,USD,1,,
437876,6.05,USD,1,,
437877,6.70,USD,1,,
437878,7.10,USD,1,,
437879,5.65,USD,1,,
437880,7.10,USD,1,,
437881,4.85,USD,1,,
437882,4.00,USD,1,,
437883,7.05,USD,1,,
437884,2.55,USD,1,,
437885,2.55,USD,1,,
437886,2.55,USD,1,,
437887,7.55,USD,1,,
437888,2.55,USD,1,,
437889,3.50,USD,1,,
437890,4.30,USD,1,,
437891,6.50,USD,1,,
437892,6.50,USD,1,,
437893,6.50,USD,1,,
437894,6.50,USD,1,,
437895,6.55,USD,1,,
437896,6.65,USD,1,,
437897,6.85,USD,1,,
437898,6.90,USD,1,,
437899,7.10,USD,1,,
437900,12.50,USD,1,,
437901,7.70,USD,1,,
437902,8.65,USD,1,,
437903,8.95,USD,1,,
437904,5.05,USD,1,,
437905,5.90,USD,1,,
437906,6.80,USD,1,,
437907,7.15,USD,1,,
437908,13.25,USD,1,,
437909,7.60,USD,1,,
437910,6.40,USD,1,,
437911,4.45,USD,1,,
437912,4.20,USD,1,,
437913,3.85,USD,1,,
437914,3.45,USD,1,,
437915,3.25,USD,1,,
437916,3.05,USD,1,,
437917,2.55,USD,1,,
437918,3.20,USD,1,,
437919,3.20,USD,1,,
437920,3.20,USD,1,,
437921,3.60,USD,1,,
437922,4.05,USD,1,,
437923,4.45,USD,1,,
437924,4.80,USD,1,,
437925,5.15,USD,1,,
437926,5.55,USD,1,,
437927,6.20,USD,1,,
437928,6.65,USD,1,,
437929,5.15,USD,1,,
437930,6.60,USD,1,,
437931,5.35,USD,1,,
437932,4.65,USD,1,,
437933,6.55,USD,1,,
437934,2.55,USD,1,,
437935,2.55,USD,1,,
437936,2.55,USD,1,,
437937,2.55,USD,1,,
437938,7.55,USD,1,,
437939,2.55,USD,1,,
437940,3.50,USD,1,,
437941,5.95,USD,1,,
437942,5.95,USD,1,,
437943,5.95,USD,1,,
437944,5.95,USD,1,,
437945,6.05,USD,1,,
437946,6.15,USD,1,,
437947,6.30,USD,1,,
437948,6.40,USD,1,,
437949,6.60,USD,1,,
437950,12.00,USD,1,,
437951,7.20,USD,1,,
437952,8.15,USD,1,,
437953,8.45,USD,1,,
437954,5.55,USD,1,,
437955,6.40,USD,1,,
437956,6.10,USD,1,,
437957,6.40,USD,1,,
437958,12.55,USD,1,,
437959,6.85,USD,1,,
437960,5.70,USD,1,,
437961,3.55,USD,1,,
437962,3.15,USD,1,,
437963,2.80,USD,1,,
437964,2.55,USD,1,,
437965,2.55,USD,1,,
437966,2.55,USD,1,,
437967,2.55,USD,1,,
437968,2.55,USD,1,,
437969,2.55,USD,1,,
437970,2.55,USD,1,,
437971,2.60,USD,1,,
437972,3.00,USD,1,,
437973,3.60,USD,1,,
437974,4.05,USD,1,,
437975,4.50,USD,1,,
437976,4.85,USD,1,,
437977,5.50,USD,1,,
437978,5.95,USD,1,,
437979,4.45,USD,1,,
437980,5.90,USD,1,,
437981,6.05,USD,1,,
437982,5.40,USD,1,,
437983,5.85,USD,1,,
437984,5.10,USD,1,,
437985,4.55,USD,1,,
437986,4.25,USD,1,,
437987,3.50,USD,1,,
437988,2.55,USD,1,,
437989,7.55,USD,1,,
437990,2.55,USD,1,,
437991,5.10,USD,1,,
437992,5.10,USD,1,,
437993,5.10,USD,1,,
437994,5.10,USD,1,,
437995,5.30,USD,1,,
437996,5.40,USD,1,,
437997,5.60,USD,1,,
437998,5.70,USD,1,,
437999,5.85,USD,1,,
438000,10.95,USD,1,,
438001,6.50,USD,1,,
438002,7.45,USD,1,,
438003,7.80,USD,1,,
438004,6.25,USD,1,,
438005,7.10,USD,1,,
438006,5.65,USD,1,,
438007,6.00,USD,1,,
438008,12.10,USD,1,,
438009,6.45,USD,1,,
438010,5.70,USD,1,,
438011,4.00,USD,1,,
438012,3.55,USD,1,,
438013,3.20,USD,1,,
438014,2.80,USD,1,,
438015,2.65,USD,1,,
438016,2.55,USD,1,,
438017,2.55,USD,1,,
438018,2.55,USD,1,,
438019,2.55,USD,1,,
438020,2.55,USD,1,,
438021,2.55,USD,1,,
438022,2.85,USD,1,,
438023,3.50,USD,1,,
438024,4.00,USD,1,,
438025,4.45,USD,1,,
438026,4.85,USD,1,,
438027,5.50,USD,1,,
438028,5.95,USD,1,,
438029,4.50,USD,1,,
438030,5.95,USD,1,,
438031,6.45,USD,1,,
438032,5.75,USD,1,,
438033,5.40,USD,1,,
438034,5.50,USD,1,,
438035,5.00,USD,1,,
438036,4.75,USD,1,,
438037,4.30,USD,1,,
438038,3.50,USD,1,,
438039,2.55,USD,1,,
438040,7.55,USD,1,,
438041,4.20,USD,1,,
438042,4.20,USD,1,,
438043,4.20,USD,1,,
438044,4.20,USD,1,,
438045,4.55,USD,1,,
438046,4.65,USD,1,,
438047,5.00,USD,1,,
438048,5.20,USD,1,,
438049,5.45,USD,1,,
438050,10.80,USD,1,,
438051,6.55,USD,1,,
438052,7.45,USD,1,,
438053,7.80,USD,1,,
438054,6.65,USD,1,,
438055,7.50,USD,1,,
438056,5.15,USD,1,,
438057,5.70,USD,1,,
438058,11.80,USD,1,,
438059,6.15,USD,1,,
438060,7.85,USD,1,,
438061,6.15,USD,1,,
438062,5.90,USD,1,,
438063,5.70,USD,1,,
438064,5.40,USD,1,,
438065,5.30,USD,1,,
438066,5.10,USD,1,,
438067,4.80,USD,1,,
438068,4.50,USD,1,,
438069,4.50,USD,1,,
438070,4.50,USD,1,,
438071,5.10,USD,1,,
438072,5.50,USD,1,,
438073,5.95,USD,1,,
438074,6.25,USD,1,,
438075,6.65,USD,1,,
438076,7.00,USD,1,,
438077,7.65,USD,1,,
438078,8.10,USD,1,,
438079,6.65,USD,1,,
438080,8.10,USD,1,,
438081,8.60,USD,1,,
438082,7.95,USD,1,,
438083,4.75,USD,1,,
438084,7.70,USD,1,,
438085,7.15,USD,1,,
438086,6.95,USD,1,,
438087,6.50,USD,1,,
438088,5.95,USD,1,,
438089,5.10,USD,1,,
438090,4.20,USD,1,,
438091,7.55,USD,1,,
438092,2.55,USD,1,,
438093,2.55,USD,1,,
438094,2.55,USD,1,,
438095,2.55,USD,1,,
438096,2.55,USD,1,,
438097,2.55,USD,1,,
438098,2.55,USD,1,,
438099,4.30,USD,1,,
438100,13.45,USD,1,,
438101,8.70,USD,1,,
438102,9.65,USD,1,,
438103,9.95,USD,1,,
438104,8.85,USD,1,,
438105,9.65,USD,1,,
438106,5.15,USD,1,,
438107,5.70,USD,1,,
438108,11.80,USD,1,,
438109,6.15,USD,1,,
438110,7.85,USD,1,,
438111,6.15,USD,1,,
438112,5.90,USD,1,,
438113,5.70,USD,1,,
438114,5.40,USD,1,,
438115,5.30,USD,1,,
438116,5.10,USD,1,,
438117,4.80,USD,1,,
438118,4.50,USD,1,,
438119,4.50,USD,1,,
438120,4.50,USD,1,,
438121,5.10,USD,1,,
438122,5.50,USD,1,,
438123,5.95,USD,1,,
438124,6.25,USD,1,,
438125,6.65,USD,1,,
438126,7.00,USD,1,,
438127,7.65,USD,1,,
438128,8.10,USD,1,,
438129,6.65,USD,1,,
438130,8.10,USD,1,,
438131,8.60,USD,1,,
438132,7.95,USD,1,,
438133,4.75,USD,1,,
438134,7.70,USD,1,,
438135,7.15,USD,1,,
438136,6.95,USD,1,,
438137,6.50,USD,1,,
438138,5.95,USD,1,,
438139,5.10,USD,1,,
438140,4.20,USD,1,,
438141,2.55,USD,1,,
438142,7.55,USD,1,,
438143,2.55,USD,1,,
438144,2.55,USD,1,,
438145,2.55,USD,1,,
438146,2.55,USD,1,,
438147,2.55,USD,1,,
438148,2.55,USD,1,,
438149,4.30,USD,1,,
438150,13.45,USD,1,,
438151,8.70,USD,1,,
438152,9.65,USD,1,,
438153,9.95,USD,1,,
438154,8.85,USD,1,,
438155,9.65,USD,1,,
438156,5.15,USD,1,,
438157,5.70,USD,1,,
438158,11.80,USD,1,,
438159,6.15,USD,1,,
438160,7.85,USD,1,,
438161,6.15,USD,1,,
438162,5.90,USD,1,,
438163,5.70,USD,1,,
438164,5.40,USD,1,,
438165,5.30,USD,1,,
438166,5.10,USD,1,,
438167,4.80,USD,1,,
438168,4.50,USD,1,,
438169,4.50,USD,1,,
438170,4.50,USD,1,,
438171,5.10,USD,1,,
438172,5.50,USD,1,,
438173,5.95,USD,1,,
438174,6.25,USD,1,,
438175,6.65,USD,1,,
438176,7.00,USD,1,,
438177,7.65,USD,1,,
438178,8.10,USD,1,,
438179,6.65,USD,1,,
438180,8.10,USD,1,,
438181,8.60,USD,1,,
438182,7.95,USD,1,,
438183,4.75,USD,1,,
438184,7.70,USD,1,,
438185,7.15,USD,1,,
438186,6.95,USD,1,,
438187,6.50,USD,1,,
438188,5.95,USD,1,,
438189,5.10,USD,1,,
438190,4.20,USD,1,,
438191,2.55,USD,1,,
438192,2.55,USD,1,,
438193,7.55,USD,1,,
438194,2.55,USD,1,,
438195,2.55,USD,1,,
438196,2.55,USD,1,,
438197,2.55,USD,1,,
438198,2.55,USD,1,,
438199,4.30,USD,1,,
438200,13.45,USD,1,,
438201,8.70,USD,1,,
438202,9.65,USD,1,,
438203,9.95,USD,1,,
438204,8.85,USD,1,,
438205,9.65,USD,1,,
438206,5.15,USD,1,,
438207,5.70,USD,1,,
438208,11.80,USD,1,,
438209,6.15,USD,1,,
438210,7.85,USD,1,,
438211,6.15,USD,1,,
438212,5.90,USD,1,,
438213,5.70,USD,1,,
438214,5.40,USD,1,,
438215,5.30,USD,1,,
438216,5.10,USD,1,,
438217,4.80,USD,1,,
438218,4.50,USD,1,,
438219,4.50,USD,1,,
438220,4.50,USD,1,,
438221,5.10,USD,1,,
438222,5.50,USD,1,,
438223,5.95,USD,1,,
438224,6.25,USD,1,,
438225,6.65,USD,1,,
438226,7.00,USD,1,,
438227,7.65,USD,1,,
438228,8.10,USD,1,,
438229,6.65,USD,1,,
438230,8.10,USD,1,,
438231,8.60,USD,1,,
438232,7.95,USD,1,,
438233,4.75,USD,1,,
438234,7.70,USD,1,,
438235,7.15,USD,1,,
438236,6.95,USD,1,,
438237,6.50,USD,1,,
438238,5.95,USD,1,,
438239,5.10,USD,1,,
438240,4.20,USD,1,,
438241,2.55,USD,1,,
438242,2.55,USD,1,,
438243,2.55,USD,1,,
438244,7.55,USD,1,,
438245,2.55,USD,1,,
438246,2.55,USD,1,,
438247,2.55,USD,1,,
438248,2.55,USD,1,,
438249,4.30,USD,1,,
438250,13.45,USD,1,,
438251,8.70,USD,1,,
438252,9.65,USD,1,,
438253,9.95,USD,1,,
438254,8.85,USD,1,,
438255,9.65,USD,1,,
438256,4.95,USD,1,,
438257,5.45,USD,1,,
438258,11.70,USD,1,,
438259,6.05,USD,1,,
438260,7.95,USD,1,,
438261,6.25,USD,1,,
438262,6.00,USD,1,,
438263,5.75,USD,1,,
438264,5.50,USD,1,,
438265,5.45,USD,1,,
438266,5.35,USD,1,,
438267,5.00,USD,1,,
438268,4.75,USD,1,,
438269,4.75,USD,1,,
438270,4.75,USD,1,,
438271,5.35,USD,1,,
438272,5.65,USD,1,,
438273,6.05,USD,1,,
438274,6.35,USD,1,,
438275,6.75,USD,1,,
438276,7.10,USD,1,,
438277,7.75,USD,1,,
438278,8.20,USD,1,,
438279,6.70,USD,1,,
438280,8.20,USD,1,,
438281,8.70,USD,1,,
438282,8.05,USD,1,,
438283,4.55,USD,1,,
438284,7.80,USD,1,,
438285,7.25,USD,1,,
438286,7.05,USD,1,,
438287,6.55,USD,1,,
438288,6.05,USD,1,,
438289,5.30,USD,1,,
438290,4.55,USD,1,,
438291,2.55,USD,1,,
438292,2.55,USD,1,,
438293,2.55,USD,1,,
438294,2.55,USD,1,,
